# ----------------------------------------
# Alle mobilappdata
# Rapport til statistik
# 20181001-20181031
# ----------------------------------------

Hændelseskategori,Handling ved hændelse,Hændelsesetiket,Al aktivitet,Sessioner,Unikke hændelser,Brugere
PROJECT,SELECT,PROJECT:SELECT:TRAFIKINFO:30,2,1,1,1
PROJECT,UNFOLLOW,PROJECT:UNFOLLOW:54,2,1,1,1
EVENT,OPEN,EVENT:OPEN:fullscreen:trim,1,1,1,1
GEOFENCE,ENTER,GEOFENCE:ENTER:30,1,1,1,1
GEOFENCE,ENTER,GEOFENCE:ENTER:35,1,1,1,1
GEOFENCE,ENTER,GEOFENCE:ENTER:47,1,1,1,1
GEOFENCE,ENTER,GEOFENCE:ENTER:69,1,1,1,1
LIST,SELECT,LIST:SELECT:itemtype_TrimContent,1,1,1,1
PROJECT,FOLLOW,PROJECT:FOLLOW:29,1,1,1,1
PROJECT,FOLLOW,PROJECT:FOLLOW:30,1,1,1,1
PROJECT,FOLLOW,PROJECT:FOLLOW:31,1,1,1,1
PROJECT,FOLLOW,PROJECT:FOLLOW:32,1,1,1,1
PROJECT,FOLLOW,PROJECT:FOLLOW:33,1,1,1,1
PROJECT,FOLLOW,PROJECT:FOLLOW:52,1,1,1,1
PROJECT,FOLLOW,PROJECT:FOLLOW:53,1,1,1,1
PROJECT,FOLLOW,PROJECT:FOLLOW:55,1,1,1,1
PROJECT,FOLLOW,PROJECT:FOLLOW:61,1,1,1,1
PROJECT,OPEN,PROJECT:OPEN:49,1,1,1,1
PROJECT,SELECT,PROJECT:SELECT:OM PROJEKTET:49,1,1,1,1
PROJECT,SELECT,PROJECT:SELECT:SERVICEBESKEDER:49,1,1,1,1
PROJECT,SELECT,PROJECT:SELECT:TRAFIKINFO:49,1,1,1,1
PROJECT,UNFOLLOW,PROJECT:UNFOLLOW:49,1,1,1,1
PROJECT,UNFOLLOW,PROJECT:UNFOLLOW:65,1,1,1,1
